sale_id,date,month,quarter,territory,province,city,clinic_id,clinic_name,sales_rep,product_name,product_category,animal_segment,unit_price,quantity,discount_pct,revenue,quota,quota_attainment
S0144,2024-04-07,April,Q2,Western Canada,AB,Vancouver,CLN1088,Hicks Animal Hospital,Priya Sharma,Zactran 150mg/mL,Antibiotics,Cattle,320.0,42,0.05,12768.0,12626.07,101.1
S0803,2024-04-07,April,Q2,Atlantic Canada,NS,St. John's,CLN1119,Lynch Livestock Practice,Connor MacDonald,Vetmedin 10mg,Cardiology,Companion,142.0,43,0.06,5739.64,5562.63,103.2
S0956,2024-04-07,April,Q2,Western Canada,AB,Saskatoon,CLN1083,Richards Animal Hospital,Ryan Nakamura,Clomicalm 20mg,Behaviour,Companion,67.0,36,0.01,2387.88,2341.31,102.0
S0032,2024-04-08,April,Q2,Western Canada,AB,Saskatoon,CLN1086,Robinson Mixed Practice,Priya Sharma,Nexgard Spectra L,Parasitology,Companion,44.5,26,0.1,1041.3,1127.36,92.4
S0088,2024-04-11,April,Q2,Ontario East,ON,Ottawa,CLN1010,Johnson Mixed Practice,Sarah Mitchell,Nexgard Spectra M,Parasitology,Companion,38.9,41,0.09,1451.36,1788.57,81.1
S0266,2024-04-11,April,Q2,Quebec,QC,Sherbrooke,CLN1051,Wood Mixed Practice,Isabelle Roy,Nexgard Spectra L,Parasitology,Companion,44.5,36,0.14,1377.72,1657.37,83.1
S0057,2024-04-12,April,Q2,Ontario West,ON,Windsor,CLN1029,Abbott Veterinary Clinic,James Okafor,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,3,0.11,467.25,616.66,75.8
S0206,2024-04-12,April,Q2,Atlantic Canada,NS,Fredericton,CLN1099,Maddox Mixed Practice,Fatima Hassan,Ingelvac CircoFLEX,Vaccines,Swine,210.0,33,0.08,6375.6,8478.02,75.2
S0607,2024-04-12,April,Q2,Ontario West,ON,Windsor,CLN1039,Hensley Mixed Practice,Emily Chen,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,48,0.14,5531.52,6248.13,88.5
S0947,2024-04-12,April,Q2,Ontario East,ON,Ottawa,CLN1008,Miller Animal Hospital,David Park,Nexgard Spectra M,Parasitology,Companion,38.9,12,0.07,434.12,453.67,95.7
S0487,2024-04-13,April,Q2,Ontario West,ON,Windsor,CLN1029,Abbott Veterinary Clinic,James Okafor,Zactran 150mg/mL,Antibiotics,Cattle,320.0,31,0.0,9920.0,12903.32,76.9
S0676,2024-04-13,April,Q2,Western Canada,AB,Vancouver,CLN1076,Foster Veterinary Clinic,Ryan Nakamura,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,25,0.06,1286.62,1048.78,122.7
S0174,2024-04-14,April,Q2,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,James Okafor,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,26,0.15,1209.97,947.25,127.7
S0808,2024-04-14,April,Q2,Quebec,QC,Montreal,CLN1058,Daniel Livestock Practice,Isabelle Roy,Vetmedin 5mg,Cardiology,Companion,89.5,22,0.03,1909.93,2048.98,93.2
S0832,2024-04-14,April,Q2,Atlantic Canada,NS,St. John's,CLN1119,Lynch Livestock Practice,Fatima Hassan,Ingelvac CircoFLEX,Vaccines,Swine,210.0,15,0.11,2803.5,3764.95,74.5
S0407,2024-04-15,April,Q2,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Fatima Hassan,Clomicalm 20mg,Behaviour,Companion,67.0,40,0.02,2626.4,2295.4,114.4
S0863,2024-04-16,April,Q2,Ontario East,ON,Ottawa,CLN1016,Gardner Animal Hospital,Sarah Mitchell,Ingelvac PRRS MLV,Vaccines,Swine,185.0,41,0.12,6674.8,7959.57,83.9
S0054,2024-04-18,April,Q2,Quebec,QC,Montreal,CLN1055,Wong Veterinary Clinic,Marc Tremblay,Ingelvac PRRS MLV,Vaccines,Swine,185.0,12,0.01,2197.8,2148.27,102.3
S0967,2024-04-19,April,Q2,Quebec,QC,Sherbrooke,CLN1052,Clark Farm Supply & Vet,Isabelle Roy,Vetmedin 10mg,Cardiology,Companion,142.0,44,0.09,5685.68,4732.75,120.1
S0540,2024-04-21,April,Q2,Western Canada,AB,Vancouver,CLN1091,Rodriguez Mixed Practice,Priya Sharma,Ingelvac CircoFLEX,Vaccines,Swine,210.0,25,0.13,4567.5,4683.51,97.5
S0849,2024-04-21,April,Q2,Quebec,QC,Montreal,CLN1064,Cohen Farm Supply & Vet,Isabelle Roy,Zactran 150mg/mL,Antibiotics,Cattle,320.0,1,0.09,291.2,304.62,95.6
S0050,2024-04-22,April,Q2,Atlantic Canada,NS,Fredericton,CLN1110,Mckay Mixed Practice,Fatima Hassan,Zactran 150mg/mL,Antibiotics,Cattle,320.0,48,0.11,13670.4,16813.51,81.3
S0480,2024-04-22,April,Q2,Ontario West,ON,Windsor,CLN1045,Miller Animal Hospital,Emily Chen,Ingelvac CircoFLEX,Vaccines,Swine,210.0,18,0.03,3666.6,3451.47,106.2
S0704,2024-04-22,April,Q2,Quebec,QC,Montreal,CLN1062,Bowman Veterinary Clinic,Marc Tremblay,Nexgard Spectra M,Parasitology,Companion,38.9,5,0.06,182.83,223.64,81.8
S0209,2024-04-23,April,Q2,Ontario West,ON,Windsor,CLN1035,Gray Veterinary Clinic,Emily Chen,Zactran 150mg/mL,Antibiotics,Cattle,320.0,10,0.12,2816.0,2266.96,124.2
S0471,2024-04-23,April,Q2,Atlantic Canada,NS,Halifax,CLN1103,Maldonado Livestock Practice,Connor MacDonald,Vetmedin 10mg,Cardiology,Companion,142.0,1,0.01,140.58,171.31,82.1
S0596,2024-04-23,April,Q2,Quebec,QC,Laval,CLN1061,Mayo Mixed Practice,Isabelle Roy,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,29,0.02,3808.28,4591.23,82.9
S0650,2024-04-23,April,Q2,Western Canada,AB,Edmonton,CLN1073,Walter Livestock Practice,Priya Sharma,Nexgard Spectra L,Parasitology,Companion,44.5,28,0.03,1208.62,1133.6,106.6
S0691,2024-04-23,April,Q2,Atlantic Canada,NS,Halifax,CLN1106,Davidson Veterinary Clinic,Connor MacDonald,Ingelvac PRRS MLV,Vaccines,Swine,185.0,39,0.07,6709.95,5290.45,126.8
S0313,2024-04-24,April,Q2,Ontario East,ON,Ottawa,CLN1016,Gardner Animal Hospital,Sarah Mitchell,Zactran 150mg/mL,Antibiotics,Cattle,320.0,26,0.08,7654.4,9083.59,84.3
S0550,2024-04-24,April,Q2,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Connor MacDonald,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,22,0.1,3465.0,3060.82,113.2
S0134,2024-04-25,April,Q2,Western Canada,AB,Calgary,CLN1096,James Mixed Practice,Priya Sharma,Vetmedin 10mg,Cardiology,Companion,142.0,30,0.14,3663.6,3057.11,119.8
S0199,2024-04-25,April,Q2,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,James Okafor,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,22,0.14,1035.87,1079.13,96.0
S0247,2024-04-25,April,Q2,Quebec,QC,Laval,CLN1067,Perez Mixed Practice,Marc Tremblay,Nexgard Spectra M,Parasitology,Companion,38.9,11,0.02,419.34,549.69,76.3
S0511,2024-04-25,April,Q2,Ontario West,ON,Windsor,CLN1048,Ramirez Animal Hospital,James Okafor,Ingelvac PRRS MLV,Vaccines,Swine,185.0,3,0.04,532.8,548.27,97.2
S0560,2024-04-25,April,Q2,Atlantic Canada,NS,Fredericton,CLN1097,Ferrell Farm Supply & Vet,Connor MacDonald,Vetmedin 5mg,Cardiology,Companion,89.5,44,0.0,3938.0,4686.86,84.0
S0117,2024-04-26,April,Q2,Ontario East,ON,Toronto,CLN1005,Doyle Mixed Practice,Sarah Mitchell,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,41,0.1,2020.28,1863.56,108.4
S0527,2024-04-26,April,Q2,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,Emily Chen,Ingelvac PRRS MLV,Vaccines,Swine,185.0,45,0.1,7492.5,9991.23,75.0
S0820,2024-04-26,April,Q2,Ontario East,ON,Belleville,CLN1012,Wagner Mixed Practice,David Park,Zactran 150mg/mL,Antibiotics,Cattle,320.0,44,0.09,12812.8,14418.43,88.9
S0349,2024-04-27,April,Q2,Atlantic Canada,NS,St. John's,CLN1101,Smith Livestock Practice,Fatima Hassan,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,7,0.13,1814.82,2361.97,76.8
S0575,2024-04-28,April,Q2,Atlantic Canada,NS,St. John's,CLN1100,Valencia Animal Hospital,Connor MacDonald,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,47,0.02,6172.04,5576.66,110.7
S0813,2024-04-28,April,Q2,Ontario West,ON,Kitchener,CLN1047,Garcia Animal Hospital,James Okafor,Vetmedin 5mg,Cardiology,Companion,89.5,19,0.13,1479.43,1686.03,87.7
S0828,2024-04-28,April,Q2,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Fatima Hassan,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,37,0.09,10033.66,11115.45,90.3
S0481,2024-04-29,April,Q2,Ontario East,ON,Toronto,CLN1004,Walker Mixed Practice,David Park,Vetmedin 5mg,Cardiology,Companion,89.5,31,0.08,2552.54,3088.84,82.6
S0805,2024-04-29,April,Q2,Western Canada,AB,Saskatoon,CLN1079,Baker Veterinary Clinic,Priya Sharma,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,10,0.07,2771.4,3615.37,76.7
S0733,2024-04-30,April,Q2,Quebec,QC,Laval,CLN1067,Perez Mixed Practice,Isabelle Roy,Ingelvac CircoFLEX,Vaccines,Swine,210.0,11,0.03,2240.7,1711.58,130.9
S0525,2024-05-01,May,Q2,Western Canada,AB,Calgary,CLN1089,Davis Farm Supply & Vet,Priya Sharma,Vetmedin 5mg,Cardiology,Companion,89.5,26,0.13,2024.49,1921.03,105.4
S0874,2024-05-01,May,Q2,Western Canada,AB,Vancouver,CLN1091,Rodriguez Mixed Practice,Priya Sharma,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,3,0.04,385.92,309.54,124.7
S0085,2024-05-02,May,Q2,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Connor MacDonald,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,14,0.04,2352.0,1878.57,125.2
S0109,2024-05-02,May,Q2,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Fatima Hassan,Ingelvac PRRS MLV,Vaccines,Swine,185.0,21,0.13,3379.95,4523.94,74.7
S0433,2024-05-02,May,Q2,Ontario West,ON,London,CLN1027,Davis Veterinary Clinic,James Okafor,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,26,0.04,3344.64,2617.99,127.8
S0441,2024-05-02,May,Q2,Quebec,QC,Sherbrooke,CLN1051,Wood Mixed Practice,Marc Tremblay,Nexgard Spectra M,Parasitology,Companion,38.9,45,0.07,1627.96,2152.26,75.6
S0973,2024-05-02,May,Q2,Ontario East,ON,Kingston,CLN1017,Robinson Veterinary Clinic,Sarah Mitchell,Clomicalm 20mg,Behaviour,Companion,67.0,41,0.04,2637.12,2690.53,98.0
S0344,2024-05-03,May,Q2,Quebec,QC,Sherbrooke,CLN1065,Cameron Animal Hospital,Isabelle Roy,Clomicalm 20mg,Behaviour,Companion,67.0,7,0.14,403.34,429.41,93.9
S0285,2024-05-04,May,Q2,Ontario West,ON,Windsor,CLN1035,Gray Veterinary Clinic,Emily Chen,Clomicalm 20mg,Behaviour,Companion,67.0,7,0.09,426.79,470.36,90.7
S0330,2024-05-04,May,Q2,Ontario West,ON,Burlington,CLN1028,Davis Animal Hospital,James Okafor,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,8,0.11,954.08,1147.38,83.2
S0702,2024-05-04,May,Q2,Atlantic Canada,NS,St. John's,CLN1105,Adams Livestock Practice,Fatima Hassan,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,29,0.14,3341.96,3635.72,91.9
S0969,2024-05-04,May,Q2,Atlantic Canada,NS,Fredericton,CLN1097,Ferrell Farm Supply & Vet,Fatima Hassan,Clomicalm 20mg,Behaviour,Companion,67.0,45,0.06,2834.1,2406.16,117.8
S0456,2024-05-05,May,Q2,Western Canada,AB,Vancouver,CLN1076,Foster Veterinary Clinic,Priya Sharma,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,47,0.14,2212.99,2669.51,82.9
S0411,2024-05-06,May,Q2,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Connor MacDonald,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,9,0.04,1157.76,1362.49,85.0
S0762,2024-05-07,May,Q2,Western Canada,AB,Edmonton,CLN1075,Rios Farm Supply & Vet,Priya Sharma,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,39,0.02,5121.48,6209.68,82.5
S0129,2024-05-08,May,Q2,Atlantic Canada,NS,St. John's,CLN1100,Valencia Animal Hospital,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,23,0.03,6648.38,5744.73,115.7
S0646,2024-05-08,May,Q2,Atlantic Canada,NS,Fredericton,CLN1109,Chavez Animal Hospital,Fatima Hassan,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,36,0.01,6237.0,7191.33,86.7
S0940,2024-05-08,May,Q2,Quebec,QC,Quebec City,CLN1068,Johnson Mixed Practice,Marc Tremblay,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,29,0.05,4821.25,5713.91,84.4
S0224,2024-05-09,May,Q2,Ontario West,ON,Burlington,CLN1041,Bush Animal Hospital,Emily Chen,Zactran 150mg/mL,Antibiotics,Cattle,320.0,26,0.15,7072.0,7608.19,93.0
S0374,2024-05-09,May,Q2,Ontario East,ON,Toronto,CLN1009,Henderson Mixed Practice,David Park,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,32,0.02,5488.0,5113.17,107.3
S0122,2024-05-10,May,Q2,Western Canada,AB,Vancouver,CLN1088,Hicks Animal Hospital,Ryan Nakamura,Ingelvac PRRS MLV,Vaccines,Swine,185.0,38,0.02,6889.4,7073.28,97.4
S0159,2024-05-10,May,Q2,Quebec,QC,Sherbrooke,CLN1052,Clark Farm Supply & Vet,Isabelle Roy,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,7,0.05,891.1,835.42,106.7
S0786,2024-05-10,May,Q2,Western Canada,AB,Calgary,CLN1078,Ellis Veterinary Clinic,Ryan Nakamura,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,35,0.03,10117.1,12235.87,82.7
S0810,2024-05-10,May,Q2,Western Canada,AB,Calgary,CLN1090,Williams Mixed Practice,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,38,0.14,6862.8,7316.29,93.8
S0336,2024-05-11,May,Q2,Atlantic Canada,NS,Halifax,CLN1107,Rodriguez Livestock Practice,Connor MacDonald,Ingelvac PRRS MLV,Vaccines,Swine,185.0,36,0.1,5994.0,6958.48,86.1
S0498,2024-05-11,May,Q2,Quebec,QC,Montreal,CLN1058,Daniel Livestock Practice,Marc Tremblay,Nexgard Spectra M,Parasitology,Companion,38.9,14,0.04,522.82,413.38,126.5
S0926,2024-05-11,May,Q2,Quebec,QC,Sherbrooke,CLN1065,Cameron Animal Hospital,Marc Tremblay,Nexgard Spectra M,Parasitology,Companion,38.9,17,0.02,648.07,595.31,108.9
S0535,2024-05-12,May,Q2,Ontario East,ON,Toronto,CLN1023,Peterson Livestock Practice,David Park,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,36,0.05,10191.6,8643.58,117.9
S0716,2024-05-12,May,Q2,Western Canada,AB,Saskatoon,CLN1087,Bright Veterinary Clinic,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,38,0.02,7820.4,7562.02,103.4
S0684,2024-05-13,May,Q2,Quebec,QC,Quebec City,CLN1053,Adams Animal Hospital,Isabelle Roy,Vetmedin 10mg,Cardiology,Companion,142.0,10,0.06,1334.8,1469.91,90.8
S0769,2024-05-14,May,Q2,Ontario West,ON,London,CLN1036,Arnold Mixed Practice,James Okafor,Vetmedin 10mg,Cardiology,Companion,142.0,34,0.02,4731.44,4387.95,107.8
S0799,2024-05-14,May,Q2,Ontario West,ON,Burlington,CLN1044,Roberts Animal Hospital,James Okafor,Ingelvac PRRS MLV,Vaccines,Swine,185.0,37,0.11,6092.05,6572.66,92.7
S0001,2024-05-15,May,Q2,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Fatima Hassan,Vetmedin 5mg,Cardiology,Companion,89.5,11,0.06,925.43,1241.17,74.6
S0027,2024-05-15,May,Q2,Ontario West,ON,Kitchener,CLN1043,Perez Farm Supply & Vet,James Okafor,Vetmedin 10mg,Cardiology,Companion,142.0,17,0.03,2341.58,3108.5,75.3
S0135,2024-05-15,May,Q2,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Fatima Hassan,Zactran 150mg/mL,Antibiotics,Cattle,320.0,24,0.01,7603.2,7502.42,101.3
S0708,2024-05-15,May,Q2,Ontario East,ON,Toronto,CLN1024,Moore Mixed Practice,Sarah Mitchell,Ingelvac PRRS MLV,Vaccines,Swine,185.0,48,0.03,8613.6,10261.02,83.9
S0790,2024-05-15,May,Q2,Atlantic Canada,NS,Fredericton,CLN1118,Fowler Animal Hospital,Connor MacDonald,Vetmedin 10mg,Cardiology,Companion,142.0,3,0.07,396.18,334.24,118.5
S0931,2024-05-15,May,Q2,Ontario East,ON,Belleville,CLN1022,Wolfe Mixed Practice,Sarah Mitchell,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,47,0.13,12185.22,9536.1,127.8
S0327,2024-05-17,May,Q2,Atlantic Canada,NS,Fredericton,CLN1109,Chavez Animal Hospital,Fatima Hassan,Vetmedin 10mg,Cardiology,Companion,142.0,35,0.11,4423.3,3823.01,115.7
S0707,2024-05-17,May,Q2,Ontario East,ON,Ottawa,CLN1010,Johnson Mixed Practice,Sarah Mitchell,Ingelvac PRRS MLV,Vaccines,Swine,185.0,21,0.05,3690.75,4748.48,77.7
S0999,2024-05-18,May,Q2,Ontario East,ON,Ottawa,CLN1010,Johnson Mixed Practice,David Park,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,22,0.08,2712.16,2516.76,107.8
S0045,2024-05-19,May,Q2,Western Canada,AB,Saskatoon,CLN1081,Hoffman Mixed Practice,Ryan Nakamura,Nexgard Spectra M,Parasitology,Companion,38.9,29,0.01,1116.82,1029.08,108.5
S0091,2024-05-19,May,Q2,Quebec,QC,Sherbrooke,CLN1057,Jackson Mixed Practice,Marc Tremblay,Ingelvac PRRS MLV,Vaccines,Swine,185.0,45,0.05,7908.75,7841.57,100.9
S0248,2024-05-20,May,Q2,Ontario West,ON,Windsor,CLN1045,Miller Animal Hospital,Emily Chen,Vetmedin 10mg,Cardiology,Companion,142.0,17,0.03,2341.58,3099.81,75.5
S0281,2024-05-20,May,Q2,Quebec,QC,Laval,CLN1063,Hawkins Farm Supply & Vet,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,23,0.08,3914.6,5130.83,76.3
S0420,2024-05-20,May,Q2,Ontario West,ON,Windsor,CLN1026,Rogers Mixed Practice,James Okafor,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,20,0.02,3430.0,4492.05,76.4
S0883,2024-05-20,May,Q2,Quebec,QC,Montreal,CLN1069,Stewart Farm Supply & Vet,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,43,0.02,7795.9,6545.38,119.1
S0069,2024-05-21,May,Q2,Ontario West,ON,Burlington,CLN1028,Davis Animal Hospital,Emily Chen,Nexgard Spectra M,Parasitology,Companion,38.9,22,0.04,821.57,910.05,90.3
S0365,2024-05-21,May,Q2,Ontario West,ON,Windsor,CLN1035,Gray Veterinary Clinic,Emily Chen,Nexgard Spectra M,Parasitology,Companion,38.9,32,0.02,1219.9,1037.31,117.6
S0410,2024-05-21,May,Q2,Atlantic Canada,NS,St. John's,CLN1105,Adams Livestock Practice,Connor MacDonald,Clomicalm 20mg,Behaviour,Companion,67.0,49,0.12,2889.04,3759.4,76.8
S0543,2024-05-21,May,Q2,Ontario East,ON,Ottawa,CLN1014,Gonzalez Livestock Practice,David Park,Vetmedin 10mg,Cardiology,Companion,142.0,22,0.15,2655.4,3012.17,88.2
S0789,2024-05-21,May,Q2,Ontario West,ON,Windsor,CLN1029,Abbott Veterinary Clinic,James Okafor,Nexgard Spectra L,Parasitology,Companion,44.5,2,0.12,78.32,103.07,76.0
S0882,2024-05-21,May,Q2,Ontario East,ON,Ottawa,CLN1003,Hill Animal Hospital,David Park,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,14,0.05,2327.5,2014.51,115.5
S0025,2024-05-22,May,Q2,Atlantic Canada,NS,Halifax,CLN1106,Davidson Veterinary Clinic,Connor MacDonald,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,2,0.1,98.55,97.47,101.1
S0350,2024-05-23,May,Q2,Ontario West,ON,Burlington,CLN1028,Davis Animal Hospital,Emily Chen,Nexgard Spectra M,Parasitology,Companion,38.9,3,0.14,100.36,116.48,86.2
S0712,2024-05-23,May,Q2,Atlantic Canada,NS,St. John's,CLN1112,Baker Animal Hospital,Fatima Hassan,Ingelvac PRRS MLV,Vaccines,Swine,185.0,12,0.15,1887.0,2452.35,76.9
S0261,2024-05-24,May,Q2,Quebec,QC,Sherbrooke,CLN1065,Cameron Animal Hospital,Isabelle Roy,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,14,0.09,697.51,543.5,128.3
S0194,2024-05-25,May,Q2,Atlantic Canada,NS,Fredericton,CLN1102,Le Veterinary Clinic,Fatima Hassan,Vetmedin 10mg,Cardiology,Companion,142.0,22,0.01,3092.76,3578.41,86.4
S0292,2024-05-25,May,Q2,Ontario East,ON,Kingston,CLN1002,Johnson Animal Hospital,David Park,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,39,0.02,11389.56,15259.69,74.6
S0727,2024-05-25,May,Q2,Western Canada,AB,Calgary,CLN1078,Ellis Veterinary Clinic,Ryan Nakamura,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,37,0.1,9923.4,10648.43,93.2
S0787,2024-05-25,May,Q2,Ontario West,ON,Kitchener,CLN1047,Garcia Animal Hospital,Emily Chen,Ingelvac PRRS MLV,Vaccines,Swine,185.0,26,0.0,4810.0,3707.54,129.7
S0128,2024-05-26,May,Q2,Atlantic Canada,NS,St. John's,CLN1100,Valencia Animal Hospital,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,48,0.07,13302.72,17193.67,77.4
S0612,2024-05-26,May,Q2,Ontario East,ON,Toronto,CLN1007,Mcclain Veterinary Clinic,Sarah Mitchell,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,18,0.11,877.1,742.52,118.1
S0838,2024-05-26,May,Q2,Quebec,QC,Laval,CLN1050,Diaz Mixed Practice,Marc Tremblay,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,19,0.07,967.43,1238.93,78.1
S0090,2024-05-27,May,Q2,Ontario East,ON,Ottawa,CLN1010,Johnson Mixed Practice,Sarah Mitchell,Clomicalm 20mg,Behaviour,Companion,67.0,20,0.09,1219.4,1517.6,80.4
S0123,2024-05-27,May,Q2,Quebec,QC,Sherbrooke,CLN1059,Martin Mixed Practice,Isabelle Roy,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,1,0.13,152.25,156.69,97.2
S0638,2024-05-28,May,Q2,Ontario East,ON,Toronto,CLN1009,Henderson Mixed Practice,Sarah Mitchell,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,5,0.05,636.5,669.41,95.1
S0656,2024-05-28,May,Q2,Quebec,QC,Laval,CLN1061,Mayo Mixed Practice,Marc Tremblay,Nexgard Spectra L,Parasitology,Companion,44.5,26,0.03,1122.29,1361.66,82.4
S0955,2024-05-28,May,Q2,Ontario East,ON,Belleville,CLN1012,Wagner Mixed Practice,David Park,Zactran 150mg/mL,Antibiotics,Cattle,320.0,22,0.01,6969.6,7149.3,97.5
S0508,2024-05-29,May,Q2,Atlantic Canada,NS,Halifax,CLN1106,Davidson Veterinary Clinic,Fatima Hassan,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,7,0.0,383.25,326.72,117.3
S0501,2024-05-30,May,Q2,Atlantic Canada,NS,St. John's,CLN1101,Smith Livestock Practice,Connor MacDonald,Clomicalm 20mg,Behaviour,Companion,67.0,29,0.01,1923.57,2418.81,79.5
S0507,2024-05-30,May,Q2,Western Canada,AB,Calgary,CLN1074,Edwards Veterinary Clinic,Priya Sharma,Clomicalm 20mg,Behaviour,Companion,67.0,4,0.05,254.6,256.27,99.3
S0907,2024-05-30,May,Q2,Western Canada,AB,Edmonton,CLN1075,Rios Farm Supply & Vet,Ryan Nakamura,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,33,0.06,9243.96,7640.44,121.0
S0126,2024-05-31,May,Q2,Atlantic Canada,NS,Fredericton,CLN1110,Mckay Mixed Practice,Fatima Hassan,Vetmedin 10mg,Cardiology,Companion,142.0,16,0.06,2135.68,2061.73,103.6
S0131,2024-05-31,May,Q2,Atlantic Canada,NS,St. John's,CLN1101,Smith Livestock Practice,Fatima Hassan,Vetmedin 5mg,Cardiology,Companion,89.5,38,0.05,3230.95,2677.96,120.6
S0133,2024-05-31,May,Q2,Quebec,QC,Quebec City,CLN1068,Johnson Mixed Practice,Isabelle Roy,Clomicalm 20mg,Behaviour,Companion,67.0,17,0.14,979.54,1289.58,76.0
S0393,2024-06-01,June,Q2,Ontario West,ON,Kitchener,CLN1046,Hall Livestock Practice,Emily Chen,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,12,0.12,3146.88,3693.16,85.2
S0124,2024-06-02,June,Q2,Western Canada,AB,Saskatoon,CLN1087,Bright Veterinary Clinic,Ryan Nakamura,Vetmedin 10mg,Cardiology,Companion,142.0,29,0.14,3541.48,4754.76,74.5
S0269,2024-06-02,June,Q2,Ontario West,ON,Burlington,CLN1042,Williams Farm Supply & Vet,Emily Chen,Clomicalm 20mg,Behaviour,Companion,67.0,26,0.15,1480.7,1767.35,83.8
S0270,2024-06-02,June,Q2,Western Canada,AB,Vancouver,CLN1076,Foster Veterinary Clinic,Priya Sharma,Zactran 150mg/mL,Antibiotics,Cattle,320.0,33,0.08,9715.2,11417.73,85.1
S0323,2024-06-02,June,Q2,Western Canada,AB,Saskatoon,CLN1086,Robinson Mixed Practice,Priya Sharma,Zactran 150mg/mL,Antibiotics,Cattle,320.0,21,0.1,6048.0,6017.49,100.5
S0788,2024-06-02,June,Q2,Western Canada,AB,Vancouver,CLN1077,Rocha Mixed Practice,Ryan Nakamura,Zactran 150mg/mL,Antibiotics,Cattle,320.0,9,0.15,2448.0,2279.35,107.4
S0855,2024-06-02,June,Q2,Ontario East,ON,Toronto,CLN1023,Peterson Livestock Practice,David Park,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,38,0.05,4837.4,3732.07,129.6
S0033,2024-06-03,June,Q2,Quebec,QC,Sherbrooke,CLN1054,Zuniga Veterinary Clinic,Isabelle Roy,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,48,0.14,7224.0,8085.89,89.3
S0077,2024-06-03,June,Q2,Western Canada,AB,Vancouver,CLN1077,Rocha Mixed Practice,Priya Sharma,Vetmedin 10mg,Cardiology,Companion,142.0,13,0.04,1772.16,1712.84,103.5
